# O2	N2	Fuel	Temperature (K)
0.270	0.620	0.110	2848.6
0.280	0.620	0.100	2764.4
0.290	0.620	0.090	2662.0
0.300	0.620	0.080	2533.0
0.310	0.620	0.070	2367.4
0.320	0.620	0.060	2159.4
0.330	0.620	0.050	1913.9
0.340	0.620	0.040	1641.1
0.350	0.620	0.030	1345.9
0.360	0.620	0.020	1028.5
0.370	0.620	0.010	683.3
0.380	0.620	0.000	300.0
0.000	0.630	0.370	3214.8
0.010	0.630	0.360	3238.3
0.020	0.630	0.350	3260.5
0.030	0.630	0.340	3281.9
0.040	0.630	0.330	3302.8
0.050	0.630	0.320	3323.6
0.060	0.630	0.310	3344.6
0.070	0.630	0.300	3366.1
0.080	0.630	0.290	3388.5
0.090	0.630	0.280	3412.3
0.100	0.630	0.270	3438.4
0.110	0.630	0.260	3467.8
0.120	0.630	0.250	3502.5
0.130	0.630	0.240	3479.7
0.140	0.630	0.230	3432.3
0.150	0.630	0.220	3389.5
0.160	0.630	0.210	3348.7
0.170	0.630	0.200	3308.7
0.180	0.630	0.190	3268.4
0.190	0.630	0.180	3227.1
0.200	0.630	0.170	3184.2
0.210	0.630	0.160	3139.2
0.220	0.630	0.150	3091.3
0.230	0.630	0.140	3039.9
0.240	0.630	0.130	2983.6
0.250	0.630	0.120	2920.9
0.260	0.630	0.110	2849.4
0.270	0.630	0.100	2765.3
0.280	0.630	0.090	2663.1
0.290	0.630	0.080	2534.3
0.300	0.630	0.070	2368.8
0.310	0.630	0.060	2160.6
0.320	0.630	0.050	1914.8
0.330	0.630	0.040	1641.7
0.340	0.630	0.030	1346.5
0.350	0.630	0.020	1028.9
0.360	0.630	0.010	683.4
0.370	0.630	0.000	300.0
0.000	0.640	0.360	3195.3
0.010	0.640	0.350	3219.2
0.020	0.640	0.340	3241.7
0.030	0.640	0.330	3263.2
0.040	0.640	0.320	3284.2
0.050	0.640	0.310	3304.9
0.060	0.640	0.300	3325.8
0.070	0.640	0.290	3347.1
0.080	0.640	0.280	3369.3
0.090	0.640	0.270	3392.9
0.100	0.640	0.260	3418.7
0.110	0.640	0.250	3447.8
0.120	0.640	0.240	3481.7
0.130	0.640	0.230	3432.9
0.140	0.640	0.220	3389.3
0.150	0.640	0.210	3348.5
0.160	0.640	0.200	3308.6
0.170	0.640	0.190	3268.4
0.180	0.640	0.180	3227.3
0.190	0.640	0.170	3184.5
0.200	0.640	0.160	3139.5
0.210	0.640	0.150	3091.7
0.220	0.640	0.140	3040.3
0.230	0.640	0.130	2984.0
0.240	0.640	0.120	2921.4
0.250	0.640	0.110	2850.0
0.260	0.640	0.100	2766.2
0.270	0.640	0.090	2664.2
0.280	0.640	0.080	2535.6
0.290	0.640	0.070	2370.1
0.300	0.640	0.060	2161.7
0.310	0.640	0.050	1915.7
0.320	0.640	0.040	1642.4
0.330	0.640	0.030	1347.0
0.340	0.640	0.020	1029.3
0.350	0.640	0.010	683.6
0.360	0.640	0.000	300.0
0.000	0.650	0.350	3174.6
0.010	0.650	0.340	3199.1
0.020	0.650	0.330	3221.8
0.030	0.650	0.320	3243.4
0.040	0.650	0.310	3264.4
0.050	0.650	0.300	3285.0
0.060	0.650	0.290	3305.7
0.070	0.650	0.280	3326.8
0.080	0.650	0.270	3348.7
0.090	0.650	0.260	3372.0
0.100	0.650	0.250	3397.3
0.110	0.650	0.240	3425.9
0.120	0.650	0.230	3431.7
0.130	0.650	0.220	3387.7
0.140	0.650	0.210	3347.0
0.150	0.650	0.200	3307.4
0.160	0.650	0.190	3267.6
0.170	0.650	0.180	3226.8
0.180	0.650	0.170	3184.3
0.190	0.650	0.160	3139.5
0.200	0.650	0.150	3091.8
0.210	0.650	0.140	3040.4
0.220	0.650	0.130	2984.3
0.230	0.650	0.120	2921.8
0.240	0.650	0.110	2850.6
0.250	0.650	0.100	2767.0
0.260	0.650	0.090	2665.2
0.270	0.650	0.080	2536.9
0.280	0.650	0.070	2371.5
0.290	0.650	0.060	2162.9
0.300	0.650	0.050	1916.7
0.310	0.650	0.040	1643.1
0.320	0.650	0.030	1347.5
0.330	0.650	0.020	1029.6
0.340	0.650	0.010	683.7
0.350	0.650	-0.000	300.0
0.000	0.660	0.340	3152.7
0.010	0.660	0.330	3177.7
0.020	0.660	0.320	3200.7
0.030	0.660	0.310	3222.4
0.040	0.660	0.300	3243.3
0.050	0.660	0.290	3263.8
0.060	0.660	0.280	3284.2
0.070	0.660	0.270	3305.0
0.080	0.660	0.260	3326.6
0.090	0.660	0.250	3349.4
0.100	0.660	0.240	3374.1
0.110	0.660	0.230	3402.0
0.120	0.660	0.220	3383.7
0.130	0.660	0.210	3343.6
0.140	0.660	0.200	3304.8
0.150	0.660	0.190	3265.7
0.160	0.660	0.180	3225.5
0.170	0.660	0.170	3183.4
0.180	0.660	0.160	3138.9
0.190	0.660	0.150	3091.5
0.200	0.660	0.140	3040.3
0.210	0.660	0.130	2984.3
0.220	0.660	0.120	2922.0
0.230	0.660	0.110	2851.0
0.240	0.660	0.100	2767.7
0.250	0.660	0.090	2666.2
0.260	0.660	0.080	2538.1
0.270	0.660	0.070	2372.8
0.280	0.660	0.060	2164.1
0.290	0.660	0.050	1917.6
0.300	0.660	0.040	1643.8
0.310	0.660	0.030	1348.1
0.320	0.660	0.020	1030.0
0.330	0.660	0.010	683.9
0.340	0.660	-0.000	300.0
0.000	0.670	0.330	3129.5
0.010	0.670	0.320	3155.0
0.020	0.670	0.310	3178.2
0.030	0.670	0.300	3199.9
0.040	0.670	0.290	3220.7
0.050	0.670	0.280	3241.0
0.060	0.670	0.270	3261.1
0.070	0.670	0.260	3281.5
0.080	0.670	0.250	3302.6
0.090	0.670	0.240	3324.8
0.100	0.670	0.230	3348.9
0.110	0.670	0.220	3375.6
0.120	0.670	0.210	3337.4
0.130	0.670	0.200	3300.0
0.140	0.670	0.190	3262.2
0.150	0.670	0.180	3222.9
0.160	0.670	0.170	3181.6
0.170	0.670	0.160	3137.7
0.180	0.670	0.150	3090.6
0.190	0.670	0.140	3039.7
0.200	0.670	0.130	2984.0
0.210	0.670	0.120	2922.0
0.220	0.670	0.110	2851.3
0.230	0.670	0.100	2768.2
0.240	0.670	0.090	2667.2
0.250	0.670	0.080	2539.4
0.260	0.670	0.070	2374.2
0.270	0.670	0.060	2165.4
0.280	0.670	0.050	1918.5
0.290	0.670	0.040	1644.6
0.300	0.670	0.030	1348.6
0.310	0.670	0.020	1030.4
0.320	0.670	0.010	684.1
0.330	0.670	-0.000	300.0
0.000	0.680	0.320	3104.8
0.010	0.680	0.310	3130.8
0.020	0.680	0.300	3154.2
0.030	0.680	0.290	3175.9
0.040	0.680	0.280	3196.5
0.050	0.680	0.270	3216.5
0.060	0.680	0.260	3236.2
0.070	0.680	0.250	3256.2
0.080	0.680	0.240	3276.7
0.090	0.680	0.230	3298.2
0.100	0.680	0.220	3321.5
0.110	0.680	0.210	3326.8
0.120	0.680	0.200	3292.1
0.130	0.680	0.190	3256.3
0.140	0.680	0.180	3218.7
0.150	0.680	0.170	3178.6
0.160	0.680	0.160	3135.5
0.170	0.680	0.150	3089.1
0.180	0.680	0.140	3038.7
0.190	0.680	0.130	2983.4
0.200	0.680	0.120	2921.6
0.210	0.680	0.110	2851.3
0.220	0.680	0.100	2768.6
0.230	0.680	0.090	2668.0
0.240	0.680	0.080	2540.6
0.250	0.680	0.070	2375.7
0.260	0.680	0.060	2166.6
0.270	0.680	0.050	1919.5
0.280	0.680	0.040	1645.3
0.290	0.680	0.030	1349.2
0.300	0.680	0.020	1030.8
0.310	0.680	0.010	684.2
0.320	0.680	-0.000	300.0
0.000	0.690	0.310	3078.4
0.010	0.690	0.300	3105.0
0.020	0.690	0.290	3128.6
0.030	0.690	0.280	3150.2
0.040	0.690	0.270	3170.5
0.050	0.690	0.260	3190.1
0.060	0.690	0.250	3209.4
0.070	0.690	0.240	3228.7
0.080	0.690	0.230	3248.6
0.090	0.690	0.220	3269.4
0.100	0.690	0.210	3291.7
0.110	0.690	0.200	3279.4
0.120	0.690	0.190	3247.1
0.130	0.690	0.180	3212.0
0.140	0.690	0.170	3173.8
0.150	0.690	0.160	3132.1
0.160	0.690	0.150	3086.7
0.170	0.690	0.140	3037.0
0.180	0.690	0.130	2982.2
0.190	0.690	0.120	2920.9
0.200	0.690	0.110	2851.0
0.210	0.690	0.100	2768.8
0.220	0.690	0.090	2668.7
0.230	0.690	0.080	2541.8
0.240	0.690	0.070	2377.1
0.250	0.690	0.060	2167.9
0.260	0.690	0.050	1920.5
0.270	0.690	0.040	1646.0
0.280	0.690	0.030	1349.7
0.290	0.690	0.020	1031.2
0.300	0.690	0.010	684.4
0.310	0.690	-0.000	300.0
0.000	0.700	0.300	3050.3
0.010	0.700	0.290	3077.5
0.020	0.700	0.280	3101.1
0.030	0.700	0.270	3122.5
0.040	0.700	0.260	3142.5
0.050	0.700	0.250	3161.6
0.060	0.700	0.240	3180.3
0.070	0.700	0.230	3199.0
0.080	0.700	0.220	3218.1
0.090	0.700	0.210	3238.0
0.100	0.700	0.200	3259.2
0.110	0.700	0.190	3232.8
0.120	0.700	0.180	3201.8
0.130	0.700	0.170	3166.5
0.140	0.700	0.160	3127.0
0.150	0.700	0.150	3083.0
0.160	0.700	0.140	3034.3
0.170	0.700	0.130	2980.3
0.180	0.700	0.120	2919.7
0.190	0.700	0.110	2850.4
0.200	0.700	0.100	2768.8
0.210	0.700	0.090	2669.3
0.220	0.700	0.080	2543.0
0.230	0.700	0.070	2378.5
0.240	0.700	0.060	2169.2
0.250	0.700	0.050	1921.5
0.260	0.700	0.040	1646.7
0.270	0.700	0.030	1350.3
0.280	0.700	0.020	1031.5
0.290	0.700	0.010	684.6
0.300	0.700	-0.000	300.0
0.000	0.710	0.290	3020.2
0.010	0.710	0.280	3047.9
0.020	0.710	0.270	3071.6
0.030	0.710	0.260	3092.7
0.040	0.710	0.250	3112.2
0.050	0.710	0.240	3130.7
0.060	0.710	0.230	3148.7
0.070	0.710	0.220	3166.7
0.080	0.710	0.210	3185.0
0.090	0.710	0.200	3204.1
0.100	0.710	0.190	3210.8
0.110	0.710	0.180	3186.3
0.120	0.710	0.170	3155.6
0.130	0.710	0.160	3119.3
0.140	0.710	0.150	3077.6
0.150	0.710	0.140	3030.5
0.160	0.710	0.130	2977.6
0.170	0.710	0.120	2917.8
0.180	0.710	0.110	2849.3
0.190	0.710	0.100	2768.5
0.200	0.710	0.090	2669.7
0.210	0.710	0.080	2544.1
0.220	0.710	0.070	2380.0
0.230	0.710	0.060	2170.6
0.240	0.710	0.050	1922.5
0.250	0.710	0.040	1647.5
0.260	0.710	0.030	1350.8
0.270	0.710	0.020	1031.9
0.280	0.710	0.010	684.7
0.290	0.710	0.000	300.0
0.000	0.720	0.280	2987.8
0.010	0.720	0.270	3016.1
0.020	0.720	0.260	3039.7
0.030	0.720	0.250	3060.4
0.040	0.720	0.240	3079.3
0.050	0.720	0.230	3097.1
0.060	0.720	0.220	3114.5
0.070	0.720	0.210	3131.7
0.080	0.720	0.200	3149.2
0.090	0.720	0.190	3167.4
0.100	0.720	0.180	3162.9
0.110	0.720	0.170	3139.3
0.120	0.720	0.160	3107.9
0.130	0.720	0.150	3069.6
0.140	0.720	0.140	3024.8
0.150	0.720	0.130	2973.6
0.160	0.720	0.120	2915.1
0.170	0.720	0.110	2847.6
0.180	0.720	0.100	2767.7
0.190	0.720	0.090	2669.9
0.200	0.720	0.080	2545.0
0.210	0.720	0.070	2381.4
0.220	0.720	0.060	2172.0
0.230	0.720	0.050	1923.5
0.240	0.720	0.040	1648.2
0.250	0.720	0.030	1351.4
0.260	0.720	0.020	1032.3
0.270	0.720	0.010	684.9
0.280	0.720	0.000	300.0
0.000	0.730	0.270	2953.0
0.010	0.730	0.260	2981.8
0.020	0.730	0.250	3005.1
0.030	0.730	0.240	3025.3
0.040	0.730	0.230	3043.5
0.050	0.730	0.220	3060.6
0.060	0.730	0.210	3077.2
0.070	0.730	0.200	3093.6
0.080	0.730	0.190	3110.4
0.090	0.730	0.180	3127.6
0.100	0.730	0.170	3114.7
0.110	0.730	0.160	3090.9
0.120	0.730	0.150	3057.9
0.130	0.730	0.140	3016.7
0.140	0.730	0.130	2967.9
0.150	0.730	0.120	2911.2
0.160	0.730	0.110	2845.1
0.170	0.730	0.100	2766.4
0.180	0.730	0.090	2669.7
0.190	0.730	0.080	2545.9
0.200	0.730	0.070	2382.8
0.210	0.730	0.060	2173.4
0.220	0.730	0.050	1924.6
0.230	0.730	0.040	1649.0
0.240	0.730	0.030	1351.9
0.250	0.730	0.020	1032.7
0.260	0.730	0.010	685.1
0.270	0.730	0.000	300.0
0.000	0.740	0.260	2915.4
0.010	0.740	0.250	2944.7
0.020	0.740	0.240	2967.6
0.030	0.740	0.230	2987.0
0.040	0.740	0.220	3004.5
0.050	0.740	0.210	3020.8
0.060	0.740	0.200	3036.6
0.070	0.740	0.190	3052.3
0.080	0.740	0.180	3068.4
0.090	0.740	0.170	3078.1
0.100	0.740	0.160	3065.5
0.110	0.740	0.150	3040.5
0.120	0.740	0.140	3004.9
0.130	0.740	0.130	2959.8
0.140	0.740	0.120	2905.7
0.150	0.740	0.110	2841.5
0.160	0.740	0.100	2764.4
0.170	0.740	0.090	2669.1
0.180	0.740	0.080	2546.5
0.190	0.740	0.070	2384.3
0.200	0.740	0.060	2174.8
0.210	0.740	0.050	1925.6
0.220	0.740	0.040	1649.7
0.230	0.740	0.030	1352.5
0.240	0.740	0.020	1033.1
0.250	0.740	0.010	685.2
0.260	0.740	0.000	300.0
0.000	0.750	0.250	2874.7
0.010	0.750	0.240	2904.4
0.020	0.750	0.230	2926.7
0.030	0.750	0.220	2945.2
0.040	0.750	0.210	2961.8
0.050	0.750	0.200	2977.3
0.060	0.750	0.190	2992.4
0.070	0.750	0.180	3007.6
0.080	0.750	0.170	3023.1
0.090	0.750	0.160	3027.7
0.100	0.750	0.150	3014.5
0.110	0.750	0.140	2987.4
0.120	0.750	0.130	2948.1
0.130	0.750	0.120	2897.8
0.140	0.750	0.110	2836.3
0.150	0.750	0.100	2761.4
0.160	0.750	0.090	2668.0
0.170	0.750	0.080	2546.9
0.180	0.750	0.070	2385.6
0.190	0.750	0.060	2176.3
0.200	0.750	0.050	1926.7
0.210	0.750	0.040	1650.5
0.220	0.750	0.030	1353.0
0.230	0.750	0.020	1033.4
0.240	0.750	0.010	685.4
0.250	0.750	0.000	300.0
0.000	0.760	0.240	2830.6
0.010	0.760	0.230	2860.5
0.020	0.760	0.220	2882.0
0.030	0.760	0.210	2899.5
0.040	0.760	0.200	2915.2
0.050	0.760	0.190	2929.9
0.060	0.760	0.180	2944.4
0.070	0.760	0.170	2959.1
0.080	0.760	0.160	2974.3
0.090	0.760	0.150	2975.7
0.100	0.760	0.140	2961.0
0.110	0.760	0.130	2930.7
0.120	0.760	0.120	2886.4
0.130	0.760	0.110	2828.9
0.140	0.760	0.100	2757.0
0.150	0.760	0.090	2666.0
0.160	0.760	0.080	2546.9
0.170	0.760	0.070	2386.9
0.180	0.760	0.060	2177.8
0.190	0.760	0.050	1927.8
0.200	0.760	0.040	1651.3
0.210	0.760	0.030	1353.6
0.220	0.760	0.020	1033.8
0.230	0.760	0.010	685.6
0.240	0.760	0.000	300.0
0.000	0.770	0.230	2782.7
0.010	0.770	0.220	2812.6
0.020	0.770	0.210	2832.9
0.030	0.770	0.200	2849.4
0.040	0.770	0.190	2864.1
0.050	0.770	0.180	2878.3
0.060	0.770	0.170	2892.3
0.070	0.770	0.160	2906.7
0.080	0.770	0.150	2920.4
0.090	0.770	0.140	2921.3
0.100	0.770	0.130	2904.3
0.110	0.770	0.120	2869.3
0.120	0.770	0.110	2818.2
0.130	0.770	0.100	2750.6
0.140	0.770	0.090	2663.0
0.150	0.770	0.080	2546.5
0.160	0.770	0.070	2388.1
0.170	0.770	0.060	2179.3
0.180	0.770	0.050	1929.0
0.190	0.770	0.040	1652.0
0.200	0.770	0.030	1354.1
0.210	0.770	0.020	1034.2
0.220	0.770	0.010	685.7
0.230	0.770	0.000	300.0
0.000	0.780	0.220	2730.6
0.010	0.780	0.210	2760.2
0.020	0.780	0.200	2779.1
0.030	0.780	0.190	2794.4
0.040	0.780	0.180	2808.4
0.050	0.780	0.170	2822.1
0.060	0.780	0.160	2835.9
0.070	0.780	0.150	2850.3
0.080	0.780	0.140	2864.0
0.090	0.780	0.130	2863.8
0.100	0.780	0.120	2843.3
0.110	0.780	0.110	2802.0
0.120	0.780	0.100	2741.2
0.130	0.780	0.090	2658.2
0.140	0.780	0.080	2545.3
0.150	0.780	0.070	2389.1
0.160	0.780	0.060	2180.8
0.170	0.780	0.050	1930.2
0.180	0.780	0.040	1652.8
0.190	0.780	0.030	1354.7
0.200	0.780	0.020	1034.6
0.210	0.780	0.010	685.9
0.220	0.780	0.000	300.0
0.000	0.790	0.210	2674.0
0.010	0.790	0.200	2702.7
0.020	0.790	0.190	2720.1
0.030	0.790	0.180	2734.3
0.040	0.790	0.170	2747.7
0.050	0.790	0.160	2761.1
0.060	0.790	0.150	2774.8
0.070	0.790	0.140	2789.4
0.080	0.790	0.130	2804.4
0.090	0.790	0.120	2802.5
0.100	0.790	0.110	2776.9
0.110	0.790	0.100	2726.6
0.120	0.790	0.090	2650.9
0.130	0.790	0.080	2543.0
0.140	0.790	0.070	2389.9
0.150	0.790	0.060	2182.4
0.160	0.790	0.050	1931.4
0.170	0.790	0.040	1653.6
0.180	0.790	0.030	1355.3
0.190	0.790	0.020	1035.0
0.200	0.790	0.010	686.1
0.210	0.790	0.000	300.0
0.000	0.800	0.200	2612.5
0.010	0.800	0.190	2639.8
0.020	0.800	0.180	2655.5
0.030	0.800	0.170	2668.9
0.040	0.800	0.160	2681.8
0.050	0.800	0.150	2695.1
0.060	0.800	0.140	2709.0
0.070	0.800	0.130	2726.0
0.080	0.800	0.120	2740.9
0.090	0.800	0.110	2736.4
0.100	0.800	0.100	2703.4
0.110	0.800	0.090	2639.2
0.120	0.800	0.080	2538.8
0.130	0.800	0.070	2390.2
0.140	0.800	0.060	2184.0
0.150	0.800	0.050	1932.6
0.160	0.800	0.040	1654.5
0.170	0.800	0.030	1355.8
0.180	0.800	0.020	1035.4
0.190	0.800	0.010	686.2
0.200	0.800	0.000	300.0
0.000	0.810	0.190	2545.8
0.010	0.810	0.180	2571.1
0.020	0.810	0.170	2585.2
0.030	0.810	0.160	2597.9
0.040	0.810	0.150	2610.5
0.050	0.810	0.140	2623.8
0.060	0.810	0.130	2638.0
0.070	0.810	0.120	2658.2
0.080	0.810	0.110	2673.0
0.090	0.810	0.100	2664.5
0.100	0.810	0.090	2619.6
0.110	0.810	0.080	2531.6
0.120	0.810	0.070	2389.7
0.130	0.810	0.060	2185.6
0.140	0.810	0.050	1933.9
0.150	0.810	0.040	1655.3
0.160	0.810	0.030	1356.4
0.170	0.810	0.020	1035.7
0.180	0.810	0.010	686.4
0.190	0.810	0.000	300.0
0.000	0.820	0.180	2473.7
0.010	0.820	0.170	2496.6
0.020	0.820	0.160	2509.3
0.030	0.820	0.150	2521.3
0.040	0.820	0.140	2533.8
0.050	0.820	0.130	2547.2
0.060	0.820	0.120	2561.8
0.070	0.820	0.110	2585.7
0.080	0.820	0.100	2600.1
0.090	0.820	0.090	2584.7
0.100	0.820	0.080	2518.3
0.110	0.820	0.070	2387.9
0.120	0.820	0.060	2187.1
0.130	0.820	0.050	1935.2
0.140	0.820	0.040	1656.1
0.150	0.820	0.030	1357.0
0.160	0.820	0.020	1036.1
0.170	0.820	0.010	686.6
0.180	0.820	0.000	300.0
0.000	0.830	0.170	2396.3
0.010	0.830	0.160	2416.2
0.020	0.830	0.150	2427.8
0.030	0.830	0.140	2439.4
0.040	0.830	0.130	2451.7
0.050	0.830	0.120	2465.2
0.060	0.830	0.110	2483.4
0.070	0.830	0.100	2508.1
0.080	0.830	0.090	2521.6
0.090	0.830	0.080	2492.0
0.100	0.830	0.070	2383.1
0.110	0.830	0.060	2188.5
0.120	0.830	0.050	1936.6
0.130	0.830	0.040	1657.0
0.140	0.830	0.030	1357.6
0.150	0.830	0.020	1036.5
0.160	0.830	0.010	686.7
0.170	0.830	-0.000	300.0
0.000	0.840	0.160	2313.6
0.010	0.840	0.150	2330.4
0.020	0.840	0.140	2341.0
0.030	0.840	0.130	2352.1
0.040	0.840	0.120	2364.2
0.050	0.840	0.110	2377.7
0.060	0.840	0.100	2399.7
0.070	0.840	0.090	2425.4
0.080	0.840	0.080	2436.0
0.090	0.840	0.070	2371.2
0.100	0.840	0.060	2189.5
0.110	0.840	0.050	1938.0
0.120	0.840	0.040	1657.9
0.130	0.840	0.030	1358.1
0.140	0.840	0.020	1036.9
0.150	0.840	0.010	686.9
0.160	0.840	0.000	300.0
0.000	0.850	0.150	2225.8
0.010	0.850	0.140	2239.7
0.020	0.850	0.130	2249.4
0.030	0.850	0.120	2259.9
0.040	0.850	0.110	2271.6
0.050	0.850	0.100	2285.0
0.060	0.850	0.090	2310.9
0.070	0.850	0.080	2338.0
0.080	0.850	0.070	2336.3
0.090	0.850	0.060	2189.4
0.100	0.850	0.050	1939.6
0.110	0.850	0.040	1658.8
0.120	0.850	0.030	1358.7
0.130	0.850	0.020	1037.3
0.140	0.850	0.010	687.1
0.150	0.850	0.000	300.0
0.000	0.860	0.140	2133.3
0.010	0.860	0.130	2144.4
0.020	0.860	0.120	2153.1
0.030	0.860	0.110	2162.9
0.040	0.860	0.100	2174.0
0.050	0.860	0.090	2190.7
0.060	0.860	0.080	2217.6
0.070	0.860	0.070	2245.7
0.080	0.860	0.060	2184.8
0.090	0.860	0.050	1941.2
0.100	0.860	0.040	1659.7
0.110	0.860	0.030	1359.3
0.120	0.860	0.020	1037.7
0.130	0.860	0.010	687.2
0.140	0.860	0.000	300.0
0.000	0.870	0.130	2036.3
0.010	0.870	0.120	2044.9
0.020	0.870	0.110	2052.5
0.030	0.870	0.100	2061.3
0.040	0.870	0.090	2071.8
0.050	0.870	0.080	2091.9
0.060	0.870	0.070	2120.5
0.070	0.870	0.060	2144.1
0.080	0.870	0.050	1942.8
0.090	0.870	0.040	1660.7
0.100	0.870	0.030	1359.9
0.110	0.870	0.020	1038.1
0.120	0.870	0.010	687.4
0.130	0.870	0.000	300.0
0.000	0.880	0.120	1935.0
0.010	0.880	0.110	1941.5
0.020	0.880	0.100	1947.8
0.030	0.880	0.090	1955.4
0.040	0.880	0.080	1965.1
0.050	0.880	0.070	1989.6
0.060	0.880	0.060	2020.3
0.070	0.880	0.050	1944.3
0.080	0.880	0.040	1661.8
0.090	0.880	0.030	1360.5
0.100	0.880	0.020	1038.5
0.110	0.880	0.010	687.6
0.120	0.880	0.000	300.0
0.000	0.890	0.110	1829.7
0.010	0.890	0.100	1834.0
0.020	0.890	0.090	1838.9
0.030	0.890	0.080	1845.3
0.040	0.890	0.070	1858.2
0.050	0.890	0.060	1884.4
0.060	0.890	0.050	1916.1
0.070	0.890	0.040	1662.9
0.080	0.890	0.030	1361.1
0.090	0.890	0.020	1038.9
0.100	0.890	0.010	687.7
0.110	0.890	0.000	300.0
0.000	0.900	0.100	1720.2
0.010	0.900	0.090	1722.6
0.020	0.900	0.080	1725.9
0.030	0.900	0.070	1730.9
0.040	0.900	0.060	1748.2
0.050	0.900	0.050	1776.7
0.060	0.900	0.040	1664.1
0.070	0.900	0.030	1361.8
0.080	0.900	0.020	1039.2
0.090	0.900	0.010	687.9
0.100	0.900	0.000	300.0
0.000	0.910	0.090	1606.4
0.010	0.910	0.080	1606.9
0.020	0.910	0.070	1608.5
0.030	0.910	0.060	1612.2
0.040	0.910	0.050	1635.6
0.050	0.910	0.040	1664.8
0.060	0.910	0.030	1362.4
0.070	0.910	0.020	1039.6
0.080	0.910	0.010	688.1
0.090	0.910	0.000	300.0
0.000	0.920	0.080	1488.3
0.010	0.920	0.070	1487.0
0.020	0.920	0.060	1486.8
0.030	0.920	0.050	1494.7
0.040	0.920	0.040	1520.4
0.050	0.920	0.030	1363.1
0.060	0.920	0.020	1040.0
0.070	0.920	0.010	688.2
0.080	0.920	0.000	300.0
0.000	0.930	0.070	1365.3
0.010	0.930	0.060	1363.1
0.020	0.930	0.050	1360.6
0.030	0.930	0.040	1374.1
0.040	0.930	0.030	1363.8
0.050	0.930	0.020	1040.4
0.060	0.930	0.010	688.4
0.070	0.930	-0.000	300.0
0.000	0.940	0.060	1237.0
0.010	0.940	0.050	1237.8
0.020	0.940	0.040	1226.8
0.030	0.940	0.030	1250.1
0.040	0.940	0.020	1040.8
0.050	0.940	0.010	688.6
0.060	0.940	-0.000	300.0
0.000	0.950	0.050	1102.8
0.010	0.950	0.040	1114.6
0.020	0.950	0.030	1097.1
0.030	0.950	0.020	1041.2
0.040	0.950	0.010	688.8
0.050	0.950	-0.000	300.0
0.000	0.960	0.040	961.8
0.010	0.960	0.030	983.8
0.020	0.960	0.020	962.2
0.030	0.960	0.010	688.9
0.040	0.960	0.000	300.0
0.000	0.970	0.030	812.4
0.010	0.970	0.020	807.1
0.020	0.970	0.010	689.1
0.030	0.970	0.000	300.0
0.000	0.980	0.020	652.7
0.010	0.980	0.010	651.1
0.020	0.980	0.000	300.0
0.000	0.990	0.010	481.7
0.010	0.990	0.000	300.0
0.000	1.000	0.000	300.0
