# O2	N2	Fuel	Temperature (K)
0.140	0.330	0.530	873.3
0.150	0.330	0.520	885.2
0.160	0.330	0.510	896.9
0.170	0.330	0.500	908.4
0.180	0.330	0.490	919.9
0.190	0.330	0.480	931.7
0.200	0.330	0.470	944.1
0.210	0.330	0.460	957.4
0.220	0.330	0.450	972.5
0.230	0.330	0.440	991.0
0.240	0.330	0.430	1016.9
0.250	0.330	0.420	1065.9
0.260	0.330	0.410	1177.4
0.270	0.330	0.400	1319.1
0.280	0.330	0.390	1463.0
0.290	0.330	0.380	1607.4
0.300	0.330	0.370	1752.2
0.310	0.330	0.360	1896.7
0.320	0.330	0.350	2039.5
0.330	0.330	0.340	2178.5
0.340	0.330	0.330	2310.9
0.350	0.330	0.320	2433.9
0.360	0.330	0.310	2544.6
0.370	0.330	0.300	2640.6
0.380	0.330	0.290	2719.5
0.390	0.330	0.280	2780.4
0.400	0.330	0.270	2823.9
0.410	0.330	0.260	2852.3
0.420	0.330	0.250	2868.7
0.430	0.330	0.240	2875.7
0.440	0.330	0.230	2875.1
0.450	0.330	0.220	2868.2
0.460	0.330	0.210	2856.0
0.470	0.330	0.200	2838.8
0.480	0.330	0.190	2816.8
0.490	0.330	0.180	2789.8
0.500	0.330	0.170	2757.5
0.510	0.330	0.160	2719.2
0.520	0.330	0.150	2674.0
0.530	0.330	0.140	2620.4
0.540	0.330	0.130	2556.5
0.550	0.330	0.120	2480.1
0.560	0.330	0.110	2388.3
0.570	0.330	0.100	2278.4
0.580	0.330	0.090	2148.6
0.590	0.330	0.080	1999.2
0.600	0.330	0.070	1832.5
0.610	0.330	0.060	1651.3
0.620	0.330	0.050	1457.8
0.630	0.330	0.040	1253.1
0.640	0.330	0.030	1037.3
0.650	0.330	0.020	809.1
0.660	0.330	0.010	564.7
0.670	0.330	-0.000	300.0
0.000	0.340	0.660	300.0
0.010	0.340	0.650	414.3
0.020	0.340	0.640	513.1
0.030	0.340	0.630	592.8
0.040	0.340	0.620	654.5
0.050	0.340	0.610	700.4
0.060	0.340	0.600	734.6
0.070	0.340	0.590	761.5
0.080	0.340	0.580	783.7
0.090	0.340	0.570	802.7
0.100	0.340	0.560	819.5
0.110	0.340	0.550	834.8
0.120	0.340	0.540	848.8
0.130	0.340	0.530	861.9
0.140	0.340	0.520	874.4
0.150	0.340	0.510	886.4
0.160	0.340	0.500	898.2
0.170	0.340	0.490	909.8
0.180	0.340	0.480	921.6
0.190	0.340	0.470	933.6
0.200	0.340	0.460	946.4
0.210	0.340	0.450	960.3
0.220	0.340	0.440	976.4
0.230	0.340	0.430	996.7
0.240	0.340	0.420	1027.6
0.250	0.340	0.410	1094.4
0.260	0.340	0.400	1224.5
0.270	0.340	0.390	1368.4
0.280	0.340	0.380	1513.4
0.290	0.340	0.370	1658.8
0.300	0.340	0.360	1804.5
0.310	0.340	0.350	1949.4
0.320	0.340	0.340	2092.0
0.330	0.340	0.330	2229.8
0.340	0.340	0.320	2359.9
0.350	0.340	0.310	2479.2
0.360	0.340	0.300	2585.0
0.370	0.340	0.290	2674.6
0.380	0.340	0.280	2745.8
0.390	0.340	0.270	2798.4
0.400	0.340	0.260	2834.0
0.410	0.340	0.250	2855.6
0.420	0.340	0.240	2866.3
0.430	0.340	0.230	2868.3
0.440	0.340	0.220	2863.4
0.450	0.340	0.210	2852.6
0.460	0.340	0.200	2836.4
0.470	0.340	0.190	2815.2
0.480	0.340	0.180	2788.8
0.490	0.340	0.170	2757.0
0.500	0.340	0.160	2719.1
0.510	0.340	0.150	2674.1
0.520	0.340	0.140	2620.8
0.530	0.340	0.130	2557.1
0.540	0.340	0.120	2480.8
0.550	0.340	0.110	2389.1
0.560	0.340	0.100	2279.2
0.570	0.340	0.090	2149.3
0.580	0.340	0.080	1999.9
0.590	0.340	0.070	1833.1
0.600	0.340	0.060	1651.9
0.610	0.340	0.050	1458.3
0.620	0.340	0.040	1253.6
0.630	0.340	0.030	1037.6
0.640	0.340	0.020	809.3
0.650	0.340	0.010	564.8
0.660	0.340	-0.000	300.0
0.000	0.350	0.650	300.0
0.010	0.350	0.640	414.5
0.020	0.350	0.630	513.6
0.030	0.350	0.620	593.6
0.040	0.350	0.610	655.4
0.050	0.350	0.600	701.2
0.060	0.350	0.590	735.4
0.070	0.350	0.580	762.3
0.080	0.350	0.570	784.5
0.090	0.350	0.560	803.5
0.100	0.350	0.550	820.4
0.110	0.350	0.540	835.7
0.120	0.350	0.530	849.8
0.130	0.350	0.520	863.0
0.140	0.350	0.510	875.5
0.150	0.350	0.500	887.7
0.160	0.350	0.490	899.5
0.170	0.350	0.480	911.4
0.180	0.350	0.470	923.3
0.190	0.350	0.460	935.7
0.200	0.350	0.450	948.8
0.210	0.350	0.440	963.4
0.220	0.350	0.430	980.7
0.230	0.350	0.420	1003.6
0.240	0.350	0.410	1042.0
0.250	0.350	0.400	1132.9
0.260	0.350	0.390	1273.1
0.270	0.350	0.380	1418.4
0.280	0.350	0.370	1564.4
0.290	0.350	0.360	1710.9
0.300	0.350	0.350	1857.3
0.310	0.350	0.340	2002.5
0.320	0.350	0.330	2144.6
0.330	0.350	0.320	2280.8
0.340	0.350	0.310	2408.0
0.350	0.350	0.300	2523.1
0.360	0.350	0.290	2623.2
0.370	0.350	0.280	2705.4
0.380	0.350	0.270	2768.2
0.390	0.350	0.260	2812.2
0.400	0.350	0.250	2840.2
0.410	0.350	0.240	2855.4
0.420	0.350	0.230	2860.6
0.430	0.350	0.220	2857.9
0.440	0.350	0.210	2848.7
0.450	0.350	0.200	2833.7
0.460	0.350	0.190	2813.3
0.470	0.350	0.180	2787.7
0.480	0.350	0.170	2756.4
0.490	0.350	0.160	2718.9
0.500	0.350	0.150	2674.3
0.510	0.350	0.140	2621.2
0.520	0.350	0.130	2557.7
0.530	0.350	0.120	2481.6
0.540	0.350	0.110	2389.9
0.550	0.350	0.100	2280.0
0.560	0.350	0.090	2150.1
0.570	0.350	0.080	2000.6
0.580	0.350	0.070	1833.8
0.590	0.350	0.060	1652.4
0.600	0.350	0.050	1458.9
0.610	0.350	0.040	1254.0
0.620	0.350	0.030	1038.0
0.630	0.350	0.020	809.6
0.640	0.350	0.010	564.8
0.650	0.350	-0.000	300.0
0.000	0.360	0.640	300.0
0.010	0.360	0.630	414.8
0.020	0.360	0.620	514.2
0.030	0.360	0.610	594.3
0.040	0.360	0.600	656.2
0.050	0.360	0.590	702.0
0.060	0.360	0.580	736.2
0.070	0.360	0.570	763.1
0.080	0.360	0.560	785.3
0.090	0.360	0.550	804.4
0.100	0.360	0.540	821.3
0.110	0.360	0.530	836.6
0.120	0.360	0.520	850.8
0.130	0.360	0.510	864.0
0.140	0.360	0.500	876.7
0.150	0.360	0.490	888.9
0.160	0.360	0.480	900.9
0.170	0.360	0.470	912.9
0.180	0.360	0.460	925.1
0.190	0.360	0.450	937.8
0.200	0.360	0.440	951.5
0.210	0.360	0.430	966.9
0.220	0.360	0.420	985.7
0.230	0.360	0.410	1012.0
0.240	0.360	0.400	1062.5
0.250	0.360	0.390	1178.1
0.260	0.360	0.380	1322.6
0.270	0.360	0.370	1469.1
0.280	0.360	0.360	1616.2
0.290	0.360	0.350	1763.6
0.300	0.360	0.340	1910.6
0.310	0.360	0.330	2055.9
0.320	0.360	0.320	2197.1
0.330	0.360	0.310	2331.2
0.340	0.360	0.300	2455.0
0.350	0.360	0.290	2565.2
0.360	0.360	0.280	2658.6
0.370	0.360	0.270	2732.5
0.380	0.360	0.260	2786.3
0.390	0.360	0.250	2821.8
0.400	0.360	0.240	2842.5
0.410	0.360	0.230	2851.5
0.420	0.360	0.220	2851.5
0.430	0.360	0.210	2844.1
0.440	0.360	0.200	2830.6
0.450	0.360	0.190	2811.2
0.460	0.360	0.180	2786.3
0.470	0.360	0.170	2755.7
0.480	0.360	0.160	2718.6
0.490	0.360	0.150	2674.4
0.500	0.360	0.140	2621.6
0.510	0.360	0.130	2558.3
0.520	0.360	0.120	2482.3
0.530	0.360	0.110	2390.7
0.540	0.360	0.100	2280.8
0.550	0.360	0.090	2150.9
0.560	0.360	0.080	2001.3
0.570	0.360	0.070	1834.4
0.580	0.360	0.060	1653.0
0.590	0.360	0.050	1459.4
0.600	0.360	0.040	1254.5
0.610	0.360	0.030	1038.4
0.620	0.360	0.020	809.8
0.630	0.360	0.010	564.9
0.640	0.360	0.000	300.0
0.000	0.370	0.630	300.0
0.010	0.370	0.620	415.1
0.020	0.370	0.610	514.7
0.030	0.370	0.600	595.1
0.040	0.370	0.590	657.1
0.050	0.370	0.580	702.9
0.060	0.370	0.570	737.0
0.070	0.370	0.560	763.9
0.080	0.370	0.550	786.1
0.090	0.370	0.540	805.2
0.100	0.370	0.530	822.2
0.110	0.370	0.520	837.6
0.120	0.370	0.510	851.8
0.130	0.370	0.500	865.1
0.140	0.370	0.490	877.9
0.150	0.370	0.480	890.2
0.160	0.370	0.470	902.4
0.170	0.370	0.460	914.6
0.180	0.370	0.450	927.1
0.190	0.370	0.440	940.1
0.200	0.370	0.430	954.4
0.210	0.370	0.420	970.7
0.220	0.370	0.410	991.4
0.230	0.370	0.400	1022.9
0.240	0.370	0.390	1092.3
0.250	0.370	0.380	1226.2
0.260	0.370	0.370	1372.8
0.270	0.370	0.360	1520.4
0.280	0.370	0.350	1668.6
0.290	0.370	0.340	1816.9
0.300	0.370	0.330	1964.4
0.310	0.370	0.320	2109.4
0.320	0.370	0.310	2249.3
0.330	0.370	0.300	2380.8
0.340	0.370	0.290	2500.5
0.350	0.370	0.280	2604.9
0.360	0.370	0.270	2690.6
0.370	0.370	0.260	2755.4
0.380	0.370	0.250	2799.9
0.390	0.370	0.240	2827.2
0.400	0.370	0.230	2840.8
0.410	0.370	0.220	2844.0
0.420	0.370	0.210	2838.9
0.430	0.370	0.200	2827.0
0.440	0.370	0.190	2808.8
0.450	0.370	0.180	2784.8
0.460	0.370	0.170	2754.8
0.470	0.370	0.160	2718.3
0.480	0.370	0.150	2674.4
0.490	0.370	0.140	2621.9
0.500	0.370	0.130	2558.9
0.510	0.370	0.120	2483.1
0.520	0.370	0.110	2391.5
0.530	0.370	0.100	2281.6
0.540	0.370	0.090	2151.7
0.550	0.370	0.080	2002.0
0.560	0.370	0.070	1835.1
0.570	0.370	0.060	1653.6
0.580	0.370	0.050	1459.9
0.590	0.370	0.040	1255.0
0.600	0.370	0.030	1038.8
0.610	0.370	0.020	810.1
0.620	0.370	0.010	565.0
0.630	0.370	0.000	300.0
0.000	0.380	0.620	300.0
0.010	0.380	0.610	415.4
0.020	0.380	0.600	515.3
0.030	0.380	0.590	595.9
0.040	0.380	0.580	657.9
0.050	0.380	0.570	703.7
0.060	0.380	0.560	737.9
0.070	0.380	0.550	764.7
0.080	0.380	0.540	787.0
0.090	0.380	0.530	806.1
0.100	0.380	0.520	823.1
0.110	0.380	0.510	838.5
0.120	0.380	0.500	852.8
0.130	0.380	0.490	866.2
0.140	0.380	0.480	879.1
0.150	0.380	0.470	891.6
0.160	0.380	0.460	903.9
0.170	0.380	0.450	916.3
0.180	0.380	0.440	929.1
0.190	0.380	0.430	942.6
0.200	0.380	0.420	957.5
0.210	0.380	0.410	975.1
0.220	0.380	0.400	998.3
0.230	0.380	0.390	1037.6
0.240	0.380	0.380	1132.4
0.250	0.380	0.370	1275.8
0.260	0.380	0.360	1423.8
0.270	0.380	0.350	1572.5
0.280	0.380	0.340	1721.6
0.290	0.380	0.330	1870.7
0.300	0.380	0.320	2018.6
0.310	0.380	0.310	2163.0
0.320	0.380	0.300	2301.1
0.330	0.380	0.290	2429.3
0.340	0.380	0.280	2544.1
0.350	0.380	0.270	2641.7
0.360	0.380	0.260	2718.5
0.370	0.380	0.250	2773.6
0.380	0.380	0.240	2808.8
0.390	0.380	0.230	2828.2
0.400	0.380	0.220	2835.3
0.410	0.380	0.210	2832.9
0.420	0.380	0.200	2822.8
0.430	0.380	0.190	2806.0
0.440	0.380	0.180	2783.0
0.450	0.380	0.170	2753.7
0.460	0.380	0.160	2717.8
0.470	0.380	0.150	2674.4
0.480	0.380	0.140	2622.2
0.490	0.380	0.130	2559.5
0.500	0.380	0.120	2483.8
0.510	0.380	0.110	2392.4
0.520	0.380	0.100	2282.5
0.530	0.380	0.090	2152.5
0.540	0.380	0.080	2002.8
0.550	0.380	0.070	1835.7
0.560	0.380	0.060	1654.3
0.570	0.380	0.050	1460.5
0.580	0.380	0.040	1255.4
0.590	0.380	0.030	1039.1
0.600	0.380	0.020	810.3
0.610	0.380	0.010	565.1
0.620	0.380	0.000	300.0
0.000	0.390	0.610	300.0
0.010	0.390	0.600	415.6
0.020	0.390	0.590	515.9
0.030	0.390	0.580	596.7
0.040	0.390	0.570	658.8
0.050	0.390	0.560	704.6
0.060	0.390	0.550	738.7
0.070	0.390	0.540	765.6
0.080	0.390	0.530	787.8
0.090	0.390	0.520	807.0
0.100	0.390	0.510	824.0
0.110	0.390	0.500	839.5
0.120	0.390	0.490	853.9
0.130	0.390	0.480	867.4
0.140	0.390	0.470	880.4
0.150	0.390	0.460	893.0
0.160	0.390	0.450	905.5
0.170	0.390	0.440	918.1
0.180	0.390	0.430	931.2
0.190	0.390	0.420	945.2
0.200	0.390	0.410	960.9
0.210	0.390	0.400	980.0
0.220	0.390	0.390	1006.8
0.230	0.390	0.380	1058.9
0.240	0.390	0.370	1178.8
0.250	0.390	0.360	1326.2
0.260	0.390	0.350	1475.4
0.270	0.390	0.340	1625.2
0.280	0.390	0.330	1775.4
0.290	0.390	0.320	1925.2
0.300	0.390	0.310	2073.0
0.310	0.390	0.300	2216.4
0.320	0.390	0.290	2352.2
0.330	0.390	0.280	2476.5
0.340	0.390	0.270	2585.5
0.350	0.390	0.260	2674.9
0.360	0.390	0.250	2741.9
0.370	0.390	0.240	2786.8
0.380	0.390	0.230	2813.1
0.390	0.390	0.220	2824.9
0.400	0.390	0.210	2825.8
0.410	0.390	0.200	2817.9
0.420	0.390	0.190	2802.8
0.430	0.390	0.180	2780.9
0.440	0.390	0.170	2752.5
0.450	0.390	0.160	2717.2
0.460	0.390	0.150	2674.3
0.470	0.390	0.140	2622.5
0.480	0.390	0.130	2560.1
0.490	0.390	0.120	2484.6
0.500	0.390	0.110	2393.2
0.510	0.390	0.100	2283.3
0.520	0.390	0.090	2153.3
0.530	0.390	0.080	2003.5
0.540	0.390	0.070	1836.4
0.550	0.390	0.060	1654.9
0.560	0.390	0.050	1461.0
0.570	0.390	0.040	1255.9
0.580	0.390	0.030	1039.5
0.590	0.390	0.020	810.6
0.600	0.390	0.010	565.2
0.610	0.390	0.000	300.0
0.000	0.400	0.600	300.0
0.010	0.400	0.590	415.9
0.020	0.400	0.580	516.4
0.030	0.400	0.570	597.4
0.040	0.400	0.560	659.7
0.050	0.400	0.550	705.4
0.060	0.400	0.540	739.6
0.070	0.400	0.530	766.4
0.080	0.400	0.520	788.7
0.090	0.400	0.510	807.9
0.100	0.400	0.500	825.0
0.110	0.400	0.490	840.5
0.120	0.400	0.480	854.9
0.130	0.400	0.470	868.6
0.140	0.400	0.460	881.6
0.150	0.400	0.450	894.4
0.160	0.400	0.440	907.1
0.170	0.400	0.430	920.0
0.180	0.400	0.420	933.5
0.190	0.400	0.410	948.1
0.200	0.400	0.400	964.8
0.210	0.400	0.390	985.8
0.220	0.400	0.380	1017.9
0.230	0.400	0.370	1090.2
0.240	0.400	0.360	1228.1
0.250	0.400	0.350	1377.4
0.260	0.400	0.340	1527.7
0.270	0.400	0.330	1678.7
0.280	0.400	0.320	1829.8
0.290	0.400	0.310	1980.0
0.300	0.400	0.300	2127.6
0.310	0.400	0.290	2269.6
0.320	0.400	0.280	2402.4
0.330	0.400	0.270	2521.9
0.340	0.400	0.260	2623.8
0.350	0.400	0.250	2703.8
0.360	0.400	0.240	2760.1
0.370	0.400	0.230	2794.9
0.380	0.400	0.220	2812.6
0.390	0.400	0.210	2817.4
0.400	0.400	0.200	2812.3
0.410	0.400	0.190	2799.0
0.420	0.400	0.180	2778.4
0.430	0.400	0.170	2751.0
0.440	0.400	0.160	2716.5
0.450	0.400	0.150	2674.1
0.460	0.400	0.140	2622.7
0.470	0.400	0.130	2560.6
0.480	0.400	0.120	2485.3
0.490	0.400	0.110	2394.1
0.500	0.400	0.100	2284.2
0.510	0.400	0.090	2154.1
0.520	0.400	0.080	2004.3
0.530	0.400	0.070	1837.1
0.540	0.400	0.060	1655.5
0.550	0.400	0.050	1461.6
0.560	0.400	0.040	1256.4
0.570	0.400	0.030	1039.9
0.580	0.400	0.020	810.8
0.590	0.400	0.010	565.3
0.600	0.400	0.000	300.0
0.000	0.410	0.590	300.0
0.010	0.410	0.580	416.2
0.020	0.410	0.570	517.0
0.030	0.410	0.560	598.2
0.040	0.410	0.550	660.5
0.050	0.410	0.540	706.3
0.060	0.410	0.530	740.4
0.070	0.410	0.520	767.3
0.080	0.410	0.510	789.6
0.090	0.410	0.500	808.8
0.100	0.410	0.490	826.0
0.110	0.410	0.480	841.6
0.120	0.410	0.470	856.1
0.130	0.410	0.460	869.8
0.140	0.410	0.450	883.0
0.150	0.410	0.440	895.9
0.160	0.410	0.430	908.8
0.170	0.410	0.420	922.1
0.180	0.410	0.410	936.0
0.190	0.410	0.400	951.2
0.200	0.410	0.390	969.1
0.210	0.410	0.380	992.7
0.220	0.410	0.370	1033.1
0.230	0.410	0.360	1131.9
0.240	0.410	0.350	1278.6
0.250	0.410	0.340	1429.3
0.260	0.410	0.330	1580.8
0.270	0.410	0.320	1732.8
0.280	0.410	0.310	1884.7
0.290	0.410	0.300	2035.3
0.300	0.410	0.290	2182.2
0.310	0.410	0.280	2322.1
0.320	0.410	0.270	2451.3
0.330	0.410	0.260	2565.0
0.340	0.410	0.250	2658.4
0.350	0.410	0.240	2727.6
0.360	0.410	0.230	2772.7
0.370	0.410	0.220	2797.8
0.380	0.410	0.210	2807.5
0.390	0.410	0.200	2805.6
0.400	0.410	0.190	2794.5
0.410	0.410	0.180	2775.6
0.420	0.410	0.170	2749.2
0.430	0.410	0.160	2715.5
0.440	0.410	0.150	2673.8
0.450	0.410	0.140	2622.9
0.460	0.410	0.130	2561.1
0.470	0.410	0.120	2486.0
0.480	0.410	0.110	2394.9
0.490	0.410	0.100	2285.1
0.500	0.410	0.090	2155.0
0.510	0.410	0.080	2005.0
0.520	0.410	0.070	1837.8
0.530	0.410	0.060	1656.1
0.540	0.410	0.050	1462.1
0.550	0.410	0.040	1256.9
0.560	0.410	0.030	1040.3
0.570	0.410	0.020	811.0
0.580	0.410	0.010	565.4
0.590	0.410	0.000	300.0
0.000	0.420	0.580	300.0
0.010	0.420	0.570	416.5
0.020	0.420	0.560	517.6
0.030	0.420	0.550	599.0
0.040	0.420	0.540	661.4
0.050	0.420	0.530	707.2
0.060	0.420	0.520	741.3
0.070	0.420	0.510	768.2
0.080	0.420	0.500	790.5
0.090	0.420	0.490	809.8
0.100	0.420	0.480	826.9
0.110	0.420	0.470	842.6
0.120	0.420	0.460	857.2
0.130	0.420	0.450	871.0
0.140	0.420	0.440	884.4
0.150	0.420	0.430	897.5
0.160	0.420	0.420	910.6
0.170	0.420	0.410	924.2
0.180	0.420	0.400	938.6
0.190	0.420	0.390	954.6
0.200	0.420	0.380	974.0
0.210	0.420	0.370	1001.4
0.220	0.420	0.360	1055.3
0.230	0.420	0.350	1179.7
0.240	0.420	0.340	1330.0
0.250	0.420	0.330	1482.0
0.260	0.420	0.320	1634.6
0.270	0.420	0.310	1787.6
0.280	0.420	0.300	1940.3
0.290	0.420	0.290	2090.8
0.300	0.420	0.280	2236.6
0.310	0.420	0.270	2373.9
0.320	0.420	0.260	2498.4
0.330	0.420	0.250	2605.0
0.340	0.420	0.240	2688.2
0.350	0.420	0.230	2745.7
0.360	0.420	0.220	2779.8
0.370	0.420	0.210	2795.6
0.380	0.420	0.200	2797.7
0.390	0.420	0.190	2789.3
0.400	0.420	0.180	2772.2
0.410	0.420	0.170	2747.2
0.420	0.420	0.160	2714.4
0.430	0.420	0.150	2673.4
0.440	0.420	0.140	2623.0
0.450	0.420	0.130	2561.6
0.460	0.420	0.120	2486.8
0.470	0.420	0.110	2395.8
0.480	0.420	0.100	2286.0
0.490	0.420	0.090	2155.8
0.500	0.420	0.080	2005.8
0.510	0.420	0.070	1838.5
0.520	0.420	0.060	1656.7
0.530	0.420	0.050	1462.7
0.540	0.420	0.040	1257.3
0.550	0.420	0.030	1040.6
0.560	0.420	0.020	811.3
0.570	0.420	0.010	565.5
0.580	0.420	0.000	300.0
0.000	0.430	0.570	300.0
0.010	0.430	0.560	416.8
0.020	0.430	0.550	518.2
0.030	0.430	0.540	599.8
0.040	0.430	0.530	662.3
0.050	0.430	0.520	708.1
0.060	0.430	0.510	742.2
0.070	0.430	0.500	769.0
0.080	0.430	0.490	791.4
0.090	0.430	0.480	810.7
0.100	0.430	0.470	827.9
0.110	0.430	0.460	843.7
0.120	0.430	0.450	858.4
0.130	0.430	0.440	872.3
0.140	0.430	0.430	885.8
0.150	0.430	0.420	899.1
0.160	0.430	0.410	912.5
0.170	0.430	0.400	926.4
0.180	0.430	0.390	941.4
0.190	0.430	0.380	958.5
0.200	0.430	0.370	979.8
0.210	0.430	0.360	1012.6
0.220	0.430	0.350	1088.1
0.230	0.430	0.340	1230.0
0.240	0.430	0.330	1382.2
0.250	0.430	0.320	1535.4
0.260	0.430	0.310	1689.1
0.270	0.430	0.300	1843.2
0.280	0.430	0.290	1996.3
0.290	0.430	0.280	2146.5
0.300	0.430	0.270	2290.6
0.310	0.430	0.260	2424.6
0.320	0.430	0.250	2543.3
0.330	0.430	0.240	2640.9
0.340	0.430	0.230	2712.4
0.350	0.430	0.220	2757.7
0.360	0.430	0.210	2781.1
0.370	0.430	0.200	2788.3
0.380	0.430	0.190	2783.1
0.390	0.430	0.180	2768.2
0.400	0.430	0.170	2744.7
0.410	0.430	0.160	2713.0
0.420	0.430	0.150	2672.8
0.430	0.430	0.140	2623.0
0.440	0.430	0.130	2562.0
0.450	0.430	0.120	2487.5
0.460	0.430	0.110	2396.7
0.470	0.430	0.100	2287.0
0.480	0.430	0.090	2156.7
0.490	0.430	0.080	2006.6
0.500	0.430	0.070	1839.2
0.510	0.430	0.060	1657.3
0.520	0.430	0.050	1463.3
0.530	0.430	0.040	1257.8
0.540	0.430	0.030	1041.0
0.550	0.430	0.020	811.5
0.560	0.430	0.010	565.5
0.570	0.430	-0.000	300.0
0.000	0.440	0.560	300.0
0.010	0.440	0.550	417.1
0.020	0.440	0.540	518.8
0.030	0.440	0.530	600.7
0.040	0.440	0.520	663.2
0.050	0.440	0.510	709.0
0.060	0.440	0.500	743.0
0.070	0.440	0.490	769.9
0.080	0.440	0.480	792.3
0.090	0.440	0.470	811.7
0.100	0.440	0.460	829.0
0.110	0.440	0.450	844.8
0.120	0.440	0.440	859.6
0.130	0.440	0.430	873.6
0.140	0.440	0.420	887.3
0.150	0.440	0.410	900.8
0.160	0.440	0.400	914.5
0.170	0.440	0.390	928.9
0.180	0.440	0.380	944.5
0.190	0.440	0.370	962.8
0.200	0.440	0.360	986.8
0.210	0.440	0.350	1028.3
0.220	0.440	0.340	1131.4
0.230	0.440	0.330	1281.6
0.240	0.440	0.320	1435.1
0.250	0.440	0.310	1589.5
0.260	0.440	0.300	1744.4
0.270	0.440	0.290	1899.3
0.280	0.440	0.280	2052.7
0.290	0.440	0.270	2202.1
0.300	0.440	0.260	2344.0
0.310	0.440	0.250	2473.6
0.320	0.440	0.240	2585.0
0.330	0.440	0.230	2671.7
0.340	0.440	0.220	2730.3
0.350	0.440	0.210	2763.4
0.360	0.440	0.200	2776.8
0.370	0.440	0.190	2775.7
0.380	0.440	0.180	2763.5
0.390	0.440	0.170	2741.8
0.400	0.440	0.160	2711.4
0.410	0.440	0.150	2672.0
0.420	0.440	0.140	2622.9
0.430	0.440	0.130	2562.4
0.440	0.440	0.120	2488.2
0.450	0.440	0.110	2397.6
0.460	0.440	0.100	2287.9
0.470	0.440	0.090	2157.6
0.480	0.440	0.080	2007.4
0.490	0.440	0.070	1839.9
0.500	0.440	0.060	1658.0
0.510	0.440	0.050	1463.8
0.520	0.440	0.040	1258.3
0.530	0.440	0.030	1041.4
0.540	0.440	0.020	811.8
0.550	0.440	0.010	565.6
0.560	0.440	-0.000	300.0
0.000	0.450	0.550	300.0
0.010	0.450	0.540	417.3
0.020	0.450	0.530	519.4
0.030	0.450	0.520	601.5
0.040	0.450	0.510	664.1
0.050	0.450	0.500	709.9
0.060	0.450	0.490	743.9
0.070	0.450	0.480	770.8
0.080	0.450	0.470	793.2
0.090	0.450	0.460	812.7
0.100	0.450	0.450	830.0
0.110	0.450	0.440	845.9
0.120	0.450	0.430	860.8
0.130	0.450	0.420	875.0
0.140	0.450	0.410	888.8
0.150	0.450	0.400	902.6
0.160	0.450	0.390	916.6
0.170	0.450	0.380	931.5
0.180	0.450	0.370	947.9
0.190	0.450	0.360	967.7
0.200	0.450	0.350	995.6
0.210	0.450	0.340	1051.5
0.220	0.450	0.330	1180.6
0.230	0.450	0.320	1334.0
0.240	0.450	0.310	1488.8
0.250	0.450	0.300	1644.4
0.260	0.450	0.290	1800.4
0.270	0.450	0.280	1956.0
0.280	0.450	0.270	2109.4
0.290	0.450	0.260	2257.6
0.300	0.450	0.250	2396.4
0.310	0.450	0.240	2520.4
0.320	0.450	0.230	2622.4
0.330	0.450	0.220	2696.3
0.340	0.450	0.210	2741.4
0.350	0.450	0.200	2762.8
0.360	0.450	0.190	2766.8
0.370	0.450	0.180	2757.8
0.380	0.450	0.170	2738.3
0.390	0.450	0.160	2709.4
0.400	0.450	0.150	2671.1
0.410	0.450	0.140	2622.7
0.420	0.450	0.130	2562.7
0.430	0.450	0.120	2488.9
0.440	0.450	0.110	2398.5
0.450	0.450	0.100	2288.9
0.460	0.450	0.090	2158.5
0.470	0.450	0.080	2008.2
0.480	0.450	0.070	1840.6
0.490	0.450	0.060	1658.6
0.500	0.450	0.050	1464.4
0.510	0.450	0.040	1258.8
0.520	0.450	0.030	1041.8
0.530	0.450	0.020	812.0
0.540	0.450	0.010	565.7
0.550	0.450	-0.000	300.0
0.000	0.460	0.540	300.0
0.010	0.460	0.530	417.6
0.020	0.460	0.520	520.0
0.030	0.460	0.510	602.3
0.040	0.460	0.500	665.0
0.050	0.460	0.490	710.8
0.060	0.460	0.480	744.8
0.070	0.460	0.470	771.8
0.080	0.460	0.460	794.2
0.090	0.460	0.450	813.7
0.100	0.460	0.440	831.1
0.110	0.460	0.430	847.1
0.120	0.460	0.420	862.1
0.130	0.460	0.410	876.4
0.140	0.460	0.400	890.4
0.150	0.460	0.390	904.5
0.160	0.460	0.380	918.9
0.170	0.460	0.370	934.3
0.180	0.460	0.360	951.7
0.190	0.460	0.350	973.5
0.200	0.460	0.340	1007.1
0.210	0.460	0.330	1086.0
0.220	0.460	0.320	1232.0
0.230	0.460	0.310	1387.2
0.240	0.460	0.300	1543.3
0.250	0.460	0.290	1700.1
0.260	0.460	0.280	1857.1
0.270	0.460	0.270	2013.3
0.280	0.460	0.260	2166.2
0.290	0.460	0.250	2312.5
0.300	0.460	0.240	2447.3
0.310	0.460	0.230	2563.9
0.320	0.460	0.220	2654.3
0.330	0.460	0.210	2713.9
0.340	0.460	0.200	2745.5
0.350	0.460	0.190	2756.0
0.360	0.460	0.180	2751.0
0.370	0.460	0.170	2734.1
0.380	0.460	0.160	2706.9
0.390	0.460	0.150	2669.9
0.400	0.460	0.140	2622.4
0.410	0.460	0.130	2563.0
0.420	0.460	0.120	2489.6
0.430	0.460	0.110	2399.4
0.440	0.460	0.100	2289.9
0.450	0.460	0.090	2159.5
0.460	0.460	0.080	2009.1
0.470	0.460	0.070	1841.3
0.480	0.460	0.060	1659.3
